id,address,abuse_type_id,abuse_type_other,abuser,description,from_country,from_country_code,created_at
558694,bc1qhuz2x7pceg5el4y94v888em625cgnmn3aewmcd,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:12:29.000000Z
558704,1AHQrzyfXRd4pPpAtF9V19rBHfDsdWdar4,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-07-30T01:13:03.000000Z
558714,bc1qd0gu4ekg36x524lwspsnh8v95uvjpsj5y88c4v,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:13:15.000000Z
558724,bc1qn8wzl975fwmknvuwayuljwgmj2d5qva87pwge3,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:14:34.000000Z
558734,bc1qhuz2x7pceg5el4y94v888em625cgnmn3aewmcd,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-07-30T01:15:33.000000Z
558744,bc1qd0gu4ekg36x524lwspsnh8v95uvjpsj5y88c4v,3,,Fx_tracy,"I lost $214,000 to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point I Came across an expert recovery webpage on www.Hedgerecoveryexpert.com , who had also helped a lot of people in getting back their funds, I got in contact with them and I provided all information he needed for the recovery within 48hours they got back my money, I confirmed the payment in my wallet account, I can’t stop thanking them.","United States",US,2022-07-30T01:16:21.000000Z
558754,18ZgxTmmrtbRVTJXXn7yytizrA763L3iYU,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:17:49.000000Z
558764,39dWAUXf96PttiycWGvwovYdzfyBjzaAdr,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:18:46.000000Z
558774,bc1q32k8mjzxg7xpsdj223pr83z2j2vmlqjlm6ekh4,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:19:59.000000Z
558784,1JtARz8fh3QuoBaBiMyVjq439fq6Nh7RtS,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:20:28.000000Z
558794,144uv6uFGYLPY3tnrmm47aLfzPBLwQYH56,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:22:16.000000Z
558804,1JpqdYGb7jPBdShre4ipK9DEwAJxdHRc3A,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:26:06.000000Z
558814,bc1qff6qp0n433tlj0zy4d5mjs426x0j485jjy7tp5,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:27:27.000000Z
558824,1JxhXuKj35hWMTujf3jG2SncocLnWZRSWS,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:28:25.000000Z
558834,1KLfJMUv1xbLRikPr3x7BqQoMhZTgcuctn,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:29:03.000000Z
558844,bc1qf6g76hktw834ecujjxnhq43fm3gmhz3xaqv976,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:30:28.000000Z
558854,bc1qd2l0ypxxwgmd68futjtmckccw944g988w24v5c,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:31:02.000000Z
558864,bc1qrtwuw9m0zl45934zf9zvh8k3ug5l03mt6jwz66,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:31:40.000000Z
558874,1AqEycBc9P3GkiyFnMspWKvdepnSpsknk5,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:32:18.000000Z
558884,1HNYEN3WDfGGNH2JdgNApm7RFeM8j95XoR,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:32:58.000000Z
558894,3QfHkdbeJqHyXKkVTttEEEEwG9hLxCSEqr,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:33:48.000000Z
558904,33R4f4y4DTcDNmNhPdWiWkvY7SWFx8VFR2,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:34:24.000000Z
558914,bc1qmedre7nc7u2wuzercgv89n44an9zt6mzfph5ay,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:35:15.000000Z
558924,32VsYZGvPej6CopG5JYm4gAWyswfmbcTTW,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:36:22.000000Z
558934,32obPoAuY16vjnrCNSEQ7KpZeutNKUakPo,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:36:44.000000Z
558944,1Dhe1gyaXNXaiVrmf1ys6ohAYJaRcs4hdV,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:37:22.000000Z
558954,bc1qcw0qjnyn3q57u07u68gl5j5v2yf0jjkmhvpym5,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:37:54.000000Z
558964,35D3M8URyfDaYay9HbxcTVhy9DYrUogWV5,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:51:50.000000Z
558974,3HX4RbsMp2KR1i65p5sEVasRDFSdrqsRpH,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:56:37.000000Z
558984,bc1qydhfflqn8am46wvcqtemvr4edk5x4z05kl90v3,3,,Fx_murphy,"I have lost $725k through investing cause I was new and didn't meet the right one to invest with I was at the verge of quitting till I was introduce to a man called Ella Vays and in just 1 day She recover my 3 btc for me. +1 (908) 793‑8731  She’s the best, You all should contact her if you have lost any money to scammers. phone no: ‪ +1 (908) 793‑8731 ‬","United States",US,2022-07-30T01:57:33.000000Z
558994,3HX4RbsMp2KR1i65p5sEVasRDFSdrqsRpH,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-07-30T02:01:54.000000Z
559004,bc1qf6g76hktw834ecujjxnhq43fm3gmhz3xaqv976,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-07-30T02:04:14.000000Z
559014,bc1qf6g76hktw834ecujjxnhq43fm3gmhz3xaqv976,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:05:03.000000Z
559024,1JpqdYGb7jPBdShre4ipK9DEwAJxdHRc3A,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-07-30T02:05:23.000000Z
559034,3HX4RbsMp2KR1i65p5sEVasRDFSdrqsRpH,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:06:06.000000Z
559044,1JhfWoFUdqFs3WnNC2h44q9omxu4gSzMLe,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.cryptoregister.us) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-07-30T02:07:13.000000Z
559054,bc1qydhfflqn8am46wvcqtemvr4edk5x4z05kl90v3,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:08:26.000000Z
559064,35D3M8URyfDaYay9HbxcTVhy9DYrUogWV5,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:10:52.000000Z
559074,bc1qcw0qjnyn3q57u07u68gl5j5v2yf0jjkmhvpym5,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:11:38.000000Z
559084,3PEpnf5FGaPW4r8e9Ec59vMr4vHNrvyoPr,5,,"[113.133.229.29] ChinaNet Shaanxi Province Network","どうも、こんにちは。
まずは自己紹介をさせていただきますね。私はプロのプログラマーで、自由時間ではハッキングを専門にしております。
今回残念なことに、貴方は私の次の被害者となり、貴方のオペレーティングシステムとデバイスに私はハッキングいたしました。
数ヶ月間、貴方を観察してきました。
端的に申し上げますと、貴方がお気に入りのアダルトサイトに訪問している間に、貴方のデバイスが私のウイルスに感染したのです。
このような状況に疎い方もいらっしゃいますので、より細かく現状を説明いたします。
トロイの木馬により、貴方のデバイスへのフルアクセスとコントロールを私は獲得しています。
よって、貴方の画面にあるもの全てを閲覧、アクセスすることができ、カメラやマイクのON/OFFや、他の様々なことを貴方が知らない間に行うことが可能です。
その上、貴方のソーシャルネットワークやデバイス内の連絡先全てにもアクセスを行いました。
なぜ今までウイルス対策ソフトが全く悪質なソフトウェアを検出しなかったんだろうとお考えではないかと思います。
実は、私のスパイウェアは特別なドライバを利用しており、頻繁に署名が書き換えられるため、貴方のウイルス対策ソフトでは捕らえられなかったのです。
画面の左側では貴方がご自分を楽しませている様子、そして右側ではその時に視聴されていたポルノ動画を表示するようなビデオクリップを作成いたしました。
マウスを数回クリックするだけで、あなたの連絡先やソーシャルメディアのお友達全員に転送することができます。
この動画を公開アクセスのオンラインプラットフォームにアップロードしたら貴方は驚くかもしれませんね。
朗報は、まだ抑止することができることです。
ただ 19万円 相当のビットコインを私のBTCウォレットに送金いただくだけで止められます（方法がわからない方は、オンライン検索すれば、段階ごとに方法を説明した記事が沢山見つけられるはずです）。
私のビットコインウォレット（BTC Wallet）: 3PEpnf5FGaPW4r8e9Ec59vMr4vHNrvyoPr
貴方の入金が確認できるとすぐに、卑猥な動画はすぐに削除し今後私から２度と連絡がないことを約束します。
この支払いを完了させるために４８時間（きっちり２日間）の猶予がございます。
このメールを開くと既読通知は自動的に私に送られるため、その時点でタイマーは自動的にカウントを開始します。
送金できない場合はメールにてお問い合わせください。
このメールを誰かに転送しようとしていることが分かると、すぐに貴方の卑猥な動画を公開させます。
合理的に考えて、バカな真似はこれ以上しないでください。わかりやすい説明を段階を踏んでお伝えをしたつもりです。今貴方がすべきことは私の指示に従って、この不快な状況を取り除くことです。
ありがとうございます。幸運を祈ります。","United States",US,2022-07-30T02:36:05.000000Z
559094,1Dhe1gyaXNXaiVrmf1ys6ohAYJaRcs4hdV,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:46:17.000000Z
559104,32obPoAuY16vjnrCNSEQ7KpZeutNKUakPo,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:46:49.000000Z
559114,32VsYZGvPej6CopG5JYm4gAWyswfmbcTTW,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:47:17.000000Z
559124,bc1qmedre7nc7u2wuzercgv89n44an9zt6mzfph5ay,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:48:01.000000Z
559134,bc1qmedre7nc7u2wuzercgv89n44an9zt6mzfph5ay,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:48:25.000000Z
559144,33R4f4y4DTcDNmNhPdWiWkvY7SWFx8VFR2,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:50:38.000000Z
559154,3QfHkdbeJqHyXKkVTttEEEEwG9hLxCSEqr,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:51:14.000000Z
559164,1HNYEN3WDfGGNH2JdgNApm7RFeM8j95XoR,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:51:42.000000Z
559174,1AqEycBc9P3GkiyFnMspWKvdepnSpsknk5,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:52:20.000000Z
559184,bc1qrtwuw9m0zl45934zf9zvh8k3ug5l03mt6jwz66,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:52:53.000000Z
559194,bc1qd2l0ypxxwgmd68futjtmckccw944g988w24v5c,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:53:29.000000Z
559204,bc1qf6g76hktw834ecujjxnhq43fm3gmhz3xaqv976,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:54:08.000000Z
559214,1KLfJMUv1xbLRikPr3x7BqQoMhZTgcuctn,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:55:06.000000Z
559224,1JxhXuKj35hWMTujf3jG2SncocLnWZRSWS,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:55:43.000000Z
559234,bc1qff6qp0n433tlj0zy4d5mjs426x0j485jjy7tp5,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:56:09.000000Z
559244,1JpqdYGb7jPBdShre4ipK9DEwAJxdHRc3A,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:56:53.000000Z
559254,TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G,1,,Ransomware,"Scam artist sending money anyhow","United States",US,2022-07-30T02:57:07.000000Z
559264,144uv6uFGYLPY3tnrmm47aLfzPBLwQYH56,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:57:30.000000Z
559274,1JtARz8fh3QuoBaBiMyVjq439fq6Nh7RtS,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:58:01.000000Z
559284,bc1q32k8mjzxg7xpsdj223pr83z2j2vmlqjlm6ekh4,3,,Fx_tracy,"I got scammed $94,000 worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 48hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.","United States",US,2022-07-30T02:59:26.000000Z
